RunDate,RoomTypeCode,RatePlanCode,StartDate,EndDate,AgeBucketCode,Field,Old,New,Delta,DeltaPct
2025-12-25,TCDX,HB,2025-12-28,2025-12-29,A1,TwoGuests,,1127,,
2025-12-25,TCDX,HB,2025-12-28,2025-12-29,A1,ExtraGuest,,356,,
2025-12-25,TCDX,HB,2025-12-28,2025-12-29,C1,OneGuest,,168,,
2025-12-25,TCDX,HB,2025-12-28,2025-12-29,C1,TwoGuests,,241,,
2025-12-25,TCDX,HB,2025-12-28,2025-12-29,C1,ExtraGuest,,139,,
2025-12-25,KGDX,HB,2025-12-28,2025-12-29,A1,OneGuest,,1011,,
2025-12-25,KGDX,HB,2025-12-28,2025-12-29,A1,TwoGuests,,1098,,
2025-12-25,KGDX,HB,2025-12-28,2025-12-29,A1,ExtraGuest,,342,,
2025-12-25,KGDX,HB,2025-12-28,2025-12-29,C1,OneGuest,,168,,
2025-12-25,KGDX,HB,2025-12-28,2025-12-29,C1,TwoGuests,,241,,
2025-12-25,KGDX,HB,2025-12-28,2025-12-29,C1,ExtraGuest,,139,,
2025-12-25,KINGR,HB,2025-12-28,2025-12-29,A1,OneGuest,,967,,
2025-12-25,KINGR,HB,2025-12-28,2025-12-29,A1,TwoGuests,,1055,,
2025-12-25,KINGR,HB,2025-12-28,2025-12-29,A1,ExtraGuest,,342,,
2025-12-25,KINGR,HB,2025-12-28,2025-12-29,C1,OneGuest,,168,,
2025-12-25,KINGR,HB,2025-12-28,2025-12-29,C1,TwoGuests,,241,,
2025-12-25,KINGR,HB,2025-12-28,2025-12-29,C1,ExtraGuest,,139,,
2025-12-25,TWDD,HB,2025-12-28,2025-12-29,A1,OneGuest,,895,,
2025-12-25,TWDD,HB,2025-12-28,2025-12-29,A1,TwoGuests,,982,,
2025-12-25,TWDD,HB,2025-12-28,2025-12-29,A1,ExtraGuest,,327,,
2025-12-25,TWDD,HB,2025-12-28,2025-12-29,C1,OneGuest,,168,,
2025-12-25,TWDD,HB,2025-12-28,2025-12-29,C1,TwoGuests,,241,,
2025-12-25,TWDD,HB,2025-12-28,2025-12-29,C1,ExtraGuest,,139,,
2025-12-25,TWSP,HB,2025-12-28,2025-12-29,A1,OneGuest,,866,,
2025-12-25,TWSP,HB,2025-12-28,2025-12-29,A1,TwoGuests,,953,,
2025-12-25,TWSP,HB,2025-12-28,2025-12-29,A1,ExtraGuest,,327,,
2025-12-25,TWSP,HB,2025-12-28,2025-12-29,C1,OneGuest,,168,,
2025-12-25,TWSP,HB,2025-12-28,2025-12-29,C1,TwoGuests,,241,,
2025-12-25,TWSP,HB,2025-12-28,2025-12-29,C1,ExtraGuest,,139,,
2025-12-25,A2KB,HB,2025-12-28,2025-12-29,A1,OneGuest,,1797,,
2025-12-25,A2KB,HB,2025-12-28,2025-12-29,A1,TwoGuests,,1919,,
2025-12-25,A2KB,HB,2025-12-28,2025-12-29,A1,ExtraGuest,,487,,
2025-12-25,A2KB,HB,2025-12-28,2025-12-29,C1,OneGuest,,184,,
2025-12-25,A2KB,HB,2025-12-28,2025-12-29,C1,TwoGuests,,267,,
2025-12-25,A2KB,HB,2025-12-28,2025-12-29,C1,ExtraGuest,,156,,
2025-12-25,A1KB,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1367,,
2025-12-25,A1KB,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1455,,
2025-12-25,A1KB,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,392,,
2025-12-25,A1KB,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,A1KB,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,A1KB,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,KCST,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1265,,
2025-12-25,KCST,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1353,,
2025-12-25,KCST,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,378,,
2025-12-25,KCST,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,KCST,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,KCST,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,KGST,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1193,,
2025-12-25,KGST,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1280,,
2025-12-25,KGST,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,363,,
2025-12-25,KGST,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,KGST,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,KGST,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,TWDX,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1091,,
2025-12-25,TWDX,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1178,,
2025-12-25,TWDX,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,350,,
2025-12-25,TWDX,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,TWDX,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,TWDX,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,KCDX,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1047,,
2025-12-25,KCDX,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1135,,
2025-12-25,KCDX,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,334,,
2025-12-25,KCDX,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,KCDX,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,KCDX,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,TCDX,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1018,,
2025-12-25,TCDX,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1105,,
2025-12-25,TCDX,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,334,,
2025-12-25,TCDX,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,TCDX,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,TCDX,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,KGDX,WEL,2025-12-28,2025-12-29,A1,OneGuest,,989,,
2025-12-25,KGDX,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1076,,
2025-12-25,KGDX,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,321,,
2025-12-25,KGDX,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,KGDX,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,KGDX,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,KINGR,WEL,2025-12-28,2025-12-29,A1,OneGuest,,945,,
2025-12-25,KINGR,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1033,,
2025-12-25,KINGR,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,321,,
2025-12-25,KINGR,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,KINGR,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,KINGR,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,TWDD,WEL,2025-12-28,2025-12-29,A1,OneGuest,,873,,
2025-12-25,TWDD,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,960,,
2025-12-25,TWDD,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,305,,
2025-12-25,TWDD,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,TWDD,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,TWDD,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,TWSP,WEL,2025-12-28,2025-12-29,A1,OneGuest,,844,,
2025-12-25,TWSP,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,931,,
2025-12-25,TWSP,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,305,,
2025-12-25,TWSP,WEL,2025-12-28,2025-12-29,C1,OneGuest,,160,,
2025-12-25,TWSP,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,233,,
2025-12-25,TWSP,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,131,,
2025-12-25,A2KB,WEL,2025-12-28,2025-12-29,A1,OneGuest,,1775,,
2025-12-25,A2KB,WEL,2025-12-28,2025-12-29,A1,TwoGuests,,1897,,
2025-12-25,A2KB,WEL,2025-12-28,2025-12-29,A1,ExtraGuest,,465,,
2025-12-25,A2KB,WEL,2025-12-28,2025-12-29,C1,OneGuest,,176,,
2025-12-25,A2KB,WEL,2025-12-28,2025-12-29,C1,TwoGuests,,259,,
2025-12-25,A2KB,WEL,2025-12-28,2025-12-29,C1,ExtraGuest,,149,,
2025-12-25,A1KB,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,876,,
2025-12-25,A1KB,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,937,,
2025-12-25,A1KB,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,193,,
2025-12-25,A1KB,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,A1KB,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,A1KB,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,KCST,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,804,,
2025-12-25,KCST,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,866,,
2025-12-25,KCST,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,183,,
2025-12-25,KCST,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,KCST,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,KCST,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,KGST,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,754,,
2025-12-25,KGST,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,815,,
2025-12-25,KGST,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,173,,
2025-12-25,KGST,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,KGST,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,KGST,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,TWDX,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,683,,
2025-12-25,TWDX,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,743,,
2025-12-25,TWDX,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,163,,
2025-12-25,TWDX,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,TWDX,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,TWDX,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,KCDX,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,652,,
2025-12-25,KCDX,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,713,,
2025-12-25,KCDX,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,153,,
2025-12-25,KCDX,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,KCDX,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,KCDX,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,TCDX,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,631,,
2025-12-25,TCDX,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,692,,
2025-12-25,TCDX,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,153,,
2025-12-25,TCDX,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,TCDX,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,TCDX,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,KGDX,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,611,,
2025-12-25,KGDX,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,672,,
2025-12-25,KGDX,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,143,,
2025-12-25,KGDX,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,KGDX,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,KGDX,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,KINGR,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,580,,
2025-12-25,KINGR,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,642,,
2025-12-25,KINGR,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,143,,
2025-12-25,KINGR,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,KINGR,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,KINGR,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,TWDD,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,530,,
2025-12-25,TWDD,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,591,,
2025-12-25,TWDD,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,132,,
2025-12-25,TWDD,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,TWDD,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,TWDD,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,TWSP,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,510,,
2025-12-25,TWSP,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,571,,
2025-12-25,TWSP,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,132,,
2025-12-25,TWSP,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,71,,
2025-12-25,TWSP,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,122,,
2025-12-25,TWSP,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,51,,
2025-12-25,A2KB,GRPBASE,2025-12-28,2025-12-29,A1,OneGuest,,1161,,
2025-12-25,A2KB,GRPBASE,2025-12-28,2025-12-29,A1,TwoGuests,,1247,,
2025-12-25,A2KB,GRPBASE,2025-12-28,2025-12-29,A1,ExtraGuest,,244,,
2025-12-25,A2KB,GRPBASE,2025-12-28,2025-12-29,C1,OneGuest,,83,,
2025-12-25,A2KB,GRPBASE,2025-12-28,2025-12-29,C1,TwoGuests,,141,,
2025-12-25,A2KB,GRPBASE,2025-12-28,2025-12-29,C1,ExtraGuest,,59,,
2025-12-25,A1KB,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1736,,
2025-12-25,A1KB,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1846,,
2025-12-25,A1KB,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,518,,
2025-12-25,A1KB,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,A1KB,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,A1KB,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,KCST,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1609,,
2025-12-25,KCST,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1719,,
2025-12-25,KCST,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,500,,
2025-12-25,KCST,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,KCST,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,KCST,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,KGST,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1519,,
2025-12-25,KGST,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1628,,
2025-12-25,KGST,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,481,,
2025-12-25,KGST,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,KGST,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,KGST,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,TWDX,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1391,,
2025-12-25,TWDX,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1500,,
2025-12-25,TWDX,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,464,,
2025-12-25,TWDX,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,TWDX,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,TWDX,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,KCDX,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1336,,
2025-12-25,KCDX,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1446,,
2025-12-25,KCDX,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,445,,
2025-12-25,KCDX,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,KCDX,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,KCDX,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,TCDX,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1300,,
2025-12-25,TCDX,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1409,,
2025-12-25,TCDX,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,445,,
2025-12-25,TCDX,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,TCDX,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,TCDX,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,KGDX,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1264,,
2025-12-25,KGDX,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1373,,
2025-12-25,KGDX,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,428,,
2025-12-25,KGDX,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,KGDX,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,KGDX,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,KINGR,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1209,,
2025-12-25,KINGR,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1319,,
2025-12-25,KINGR,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,428,,
2025-12-25,KINGR,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,KINGR,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,KINGR,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,TWDD,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1119,,
2025-12-25,TWDD,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1228,,
2025-12-25,TWDD,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,409,,
2025-12-25,TWDD,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,TWDD,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,TWDD,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,TWSP,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,1083,,
2025-12-25,TWSP,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,1191,,
2025-12-25,TWSP,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,409,,
2025-12-25,TWSP,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,210,,
2025-12-25,TWSP,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,301,,
2025-12-25,TWSP,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,174,,
2025-12-25,A2KB,SUHB,2025-12-28,2025-12-29,A1,OneGuest,,2246,,
2025-12-25,A2KB,SUHB,2025-12-28,2025-12-29,A1,TwoGuests,,2399,,
2025-12-25,A2KB,SUHB,2025-12-28,2025-12-29,A1,ExtraGuest,,609,,
2025-12-25,A2KB,SUHB,2025-12-28,2025-12-29,C1,OneGuest,,230,,
2025-12-25,A2KB,SUHB,2025-12-28,2025-12-29,C1,TwoGuests,,334,,
2025-12-25,A2KB,SUHB,2025-12-28,2025-12-29,C1,ExtraGuest,,195,,
2025-12-25,A1KB,GRPHIG,2025-12-28,2025-12-29,,Flat,,1172,,
2025-12-25,KCST,GRPHIG,2025-12-28,2025-12-29,,Flat,,1082,,
2025-12-25,KGST,GRPHIG,2025-12-28,2025-12-29,,Flat,,1019,,
2025-12-25,TWDX,GRPHIG,2025-12-28,2025-12-29,,Flat,,929,,
2025-12-25,KCDX,GRPHIG,2025-12-28,2025-12-29,,Flat,,892,,
2025-12-25,TCDX,GRPHIG,2025-12-28,2025-12-29,,Flat,,865,,
2025-12-25,KGDX,GRPHIG,2025-12-28,2025-12-29,,Flat,,840,,
2025-12-25,KINGR,GRPHIG,2025-12-28,2025-12-29,,Flat,,802,,
2025-12-25,TWDD,GRPHIG,2025-12-28,2025-12-29,,Flat,,739,,
2025-12-25,TWSP,GRPHIG,2025-12-28,2025-12-29,,Flat,,713,,
2025-12-25,PRE,GRPHIG,2025-12-28,2025-12-29,,Flat,,26736,,
2025-12-25,A2KB,GRPHIG,2025-12-28,2025-12-29,,Flat,,1559,,
2025-12-25,PRE,BAR00,2025-12-29,2025-12-30,,Flat,,31500,,
2025-12-25,A1KB,BAR00,2025-12-29,2025-12-30,,Flat,,1380,,
2025-12-25,KCST,BAR00,2025-12-29,2025-12-30,,Flat,,1275,,
2025-12-25,KGST,BAR00,2025-12-29,2025-12-30,,Flat,,1200,,
2025-12-25,TWDX,BAR00,2025-12-29,2025-12-30,,Flat,,1095,,
2025-12-25,KCDX,BAR00,2025-12-29,2025-12-30,,Flat,,1050,,
2025-12-25,TCDX,BAR00,2025-12-29,2025-12-30,,Flat,,1020,,
2025-12-25,KGDX,BAR00,2025-12-29,2025-12-30,,Flat,,990,,
2025-12-25,KINGR,BAR00,2025-12-29,2025-12-30,,Flat,,945,,
2025-12-25,TWDD,BAR00,2025-12-29,2025-12-30,,Flat,,870,,
2025-12-25,TWSP,BAR00,2025-12-29,2025-12-30,,Flat,,840,,
2025-12-25,A2KB,BAR00,2025-12-29,2025-12-30,,Flat,,1836,,
2025-12-25,A1KB,BAREX,2025-12-29,2025-12-30,,Flat,,1725,,
2025-12-25,KCST,BAREX,2025-12-29,2025-12-30,,Flat,,1594,,
2025-12-25,KGST,BAREX,2025-12-29,2025-12-30,,Flat,,1500,,
2025-12-25,TWDX,BAREX,2025-12-29,2025-12-30,,Flat,,1369,,
2025-12-25,KCDX,BAREX,2025-12-29,2025-12-30,,Flat,,1313,,
2025-12-25,TCDX,BAREX,2025-12-29,2025-12-30,,Flat,,1275,,
2025-12-25,KGDX,BAREX,2025-12-29,2025-12-30,,Flat,,1238,,
2025-12-25,KINGR,BAREX,2025-12-29,2025-12-30,,Flat,,1181,,
2025-12-25,TWDD,BAREX,2025-12-29,2025-12-30,,Flat,,1088,,
2025-12-25,TWSP,BAREX,2025-12-29,2025-12-30,,Flat,,1050,,
2025-12-25,PRE,BAREX,2025-12-29,2025-12-30,,Flat,,39375,,
2025-12-25,A2KB,BAREX,2025-12-29,2025-12-30,,Flat,,2295,,
2025-12-25,A1KB,RACK,2025-12-29,2025-12-30,,Flat,,1863,,
2025-12-25,KCST,RACK,2025-12-29,2025-12-30,,Flat,,1721,,
2025-12-25,KGST,RACK,2025-12-29,2025-12-30,,Flat,,1620,,
2025-12-25,TWDX,RACK,2025-12-29,2025-12-30,,Flat,,1478,,
2025-12-25,KCDX,RACK,2025-12-29,2025-12-30,,Flat,,1418,,
2025-12-25,TCDX,RACK,2025-12-29,2025-12-30,,Flat,,1377,,
2025-12-25,KGDX,RACK,2025-12-29,2025-12-30,,Flat,,1337,,
2025-12-25,KINGR,RACK,2025-12-29,2025-12-30,,Flat,,1276,,
2025-12-25,TWDD,RACK,2025-12-29,2025-12-30,,Flat,,1175,,
2025-12-25,TWSP,RACK,2025-12-29,2025-12-30,,Flat,,1134,,
2025-12-25,PRE,RACK,2025-12-29,2025-12-30,,Flat,,42525,,
2025-12-25,A2KB,RACK,2025-12-29,2025-12-30,,Flat,,2479,,
2025-12-25,A1KB,CORL25,2025-12-29,2025-12-30,,Flat,,1035,,
2025-12-25,KCST,CORL25,2025-12-29,2025-12-30,,Flat,,956,,
2025-12-25,KGST,CORL25,2025-12-29,2025-12-30,,Flat,,900,,
2025-12-25,TWDX,CORL25,2025-12-29,2025-12-30,,Flat,,821,,
2025-12-25,KCDX,CORL25,2025-12-29,2025-12-30,,Flat,,788,,
2025-12-25,TCDX,CORL25,2025-12-29,2025-12-30,,Flat,,765,,
2025-12-25,KGDX,CORL25,2025-12-29,2025-12-30,,Flat,,743,,
2025-12-25,KINGR,CORL25,2025-12-29,2025-12-30,,Flat,,709,,
2025-12-25,TWDD,CORL25,2025-12-29,2025-12-30,,Flat,,653,,
2025-12-25,TWSP,CORL25,2025-12-29,2025-12-30,,Flat,,630,,
2025-12-25,PRE,CORL25,2025-12-29,2025-12-30,,Flat,,23625,,
2025-12-25,A2KB,CORL25,2025-12-29,2025-12-30,,Flat,,1377,,
2025-12-25,A1KB,WAL,2025-12-29,2025-12-30,,Flat,,1173,,
2025-12-25,KCST,WAL,2025-12-29,2025-12-30,,Flat,,1084,,
2025-12-25,KGST,WAL,2025-12-29,2025-12-30,,Flat,,1020,,
2025-12-25,TWDX,WAL,2025-12-29,2025-12-30,,Flat,,931,,
2025-12-25,KCDX,WAL,2025-12-29,2025-12-30,,Flat,,893,,
2025-12-25,TCDX,WAL,2025-12-29,2025-12-30,,Flat,,867,,
2025-12-25,KGDX,WAL,2025-12-29,2025-12-30,,Flat,,842,,
2025-12-25,KINGR,WAL,2025-12-29,2025-12-30,,Flat,,803,,
2025-12-25,TWDD,WAL,2025-12-29,2025-12-30,,Flat,,740,,
2025-12-25,TWSP,WAL,2025-12-29,2025-12-30,,Flat,,714,,
2025-12-25,PRE,WAL,2025-12-29,2025-12-30,,Flat,,26775,,
2025-12-25,A2KB,WAL,2025-12-29,2025-12-30,,Flat,,1561,,
2025-12-25,A1KB,BARAPT,2025-12-29,2025-12-30,,Flat,,1932,,
2025-12-25,A2KB,BARAPT,2025-12-29,2025-12-30,,Flat,,2570,,
2025-12-25,KCST,BARSUIT,2025-12-29,2025-12-30,,Flat,,1594,,
2025-12-25,KGST,BARSUIT,2025-12-29,2025-12-30,,Flat,,1500,,
2025-12-25,PRE,BARSUIT,2025-12-29,2025-12-30,,Flat,,39375,,
